label;title;text
DevOps;Discovering DevOps: A 10k Foot View of Gogo DevOps;Every organization has their own definition of DevOps, and it is important that it is discovered naturally. Wherever you are, though, there's a wide range of tasks and activities that need to be addressed on a day to day basis that drive things like site reliability, release engineering, organizational efficiency, and much more. By instituting a DevOps culture, it's possible to simplify or entirely eliminate many of the Yak Shaving tasks that make safe change hard. There are many approaches to solving these problems but sadly, it's not as simple as saying 'DevOps' three times, or installing a particular piece of software, or sending all of your developers away to a class. At Gogo, we found that DevOps was a culture shift, and we embraced the paradigm where responsibility for successful change is placed directly in the hands of developers. During this session, Alex King will talk about Gogo's journey to this new world and will how our tooling, organization, and outlook have evolved over time. Join us to hear about the lessons we learned along the way.
DevOps;Jenkins Pipeline, Jenkins 2.0 and Beyond;Jenkins Pipeline is a game changing way to write automation jobs with Jenkins. Pipeline supports from simple one-step hello-world type jobs to the most complex parallel pipelines or Docker operations like creation or publication of images. Best of all, they support manual/automated intervention and also an extension mechanism to avoid the DRY effect on your build pipeline. Combining Jenkins Pipeline with Docker can seriously reduce friction in your DevOps efforts. But Jenkins Pipeline is not the only new thing that are in Jenkins 2.0, there is also UX improvements better out-of-the-box experience and a new website. Come to this session to learn what’s new in Jenkins 2.0 and how you can improve your Continuous Delivery Pipeline with Jenkins Pipeline as well as see what is coming after Jenkins 2.0.
DevOps;Kubernetes automation in production;Kubernetes is a great tool to run (Docker) containers in a clustered production environment. When deploying often to production we need fully automated blue-green deployments, which makes it possible to deploy without any downtime. We also need to handle external HTTP requests and SSL offloading. This requires integration with a load balancer like Ha-Proxy. Another concern is (semi) auto scaling of the Kubernetes cluster itself when running in a cloud environment. E.g.  partially scale down the cluster at night. In this technical deep dive you will learn how to setup Kubernetes together with other open source components to achieve  a production ready environment that takes code from git commit to production without downtime.
DevOps;Immutable Infrastructure: Rise of the Machine Images;The cloud is the new normal and it is time to rethink how we see machines and deployments. We have been piling layer upon layer of complexity for too long. But why should it be this way? It is time to radically simplify all this. In this talk, we'll throw general-purpose operating systems, snowflake servers and runtime provisioning out the door. Instead you'll see how servers become disposable, how machine images are generated from scratch in seconds and how to achieve perfect environment parity from dev to prod. This is Immutable Infrastructure. It is a profoundly important change as to how we view and treat our systems. We'll go deep. We'll look at how this affects scaling, logging, sessions, configuration, service discovery and more. We'll also look at how containers and machine images compare and why some things you took for granted may not be necessary anymore. But beware, neither sacred cows nor kittens will be spared!
DevOps;Zero downtime continuous deployment architecture;The importance of being able to do small and frequent deployments is well understood by most of us. Being able to do those deployments during daytime, without downtime, can typically be solved by so called blue-green deployments. But what if you need to do database changes in addition? Join my talk if you are keen to learn how to manage day time deployments with database changes without causing any interruptions.
Frontend;Are you botching the security of your AngularJS application?;If you make a list of popular JavaScript MVC frameworks, AngularJS is probably at the top of the list. Developers around the world are crazy about the Angular way of doing things, and love how easy it is to write AngularJS applications. However, few people know that AngularJS packs a lot security features, right out of the box. Unfortunately, because many developers are not aware of these security features, they are often unintentionally circumvented, or not used to their full potential. For example, think about common advice on Stack Overflow to turn off the protection against cross-site scripting (XSS) attacks, just so you can directly bind HTML data to a variable. In this session, you will learn how to leverage AngularJS' security features to their full potential. Specifically, you will learn how AngularJS applies Strict Contextual Escaping (SCE) against XSS attacks, and how to relax that protection in a safe way (instead of turning it off). We also cover the advanced Content Security Policy (CSP), and AngularJS' built-in cross-site request forgery (CSRF) protection mechanism. We mainly focus on AngularJS 1.x, but also relate the concepts to AngularJS 2 where relevant.
Frontend;ROCA: Why you shouldn’t build Web UIs the way you do;Many people who build web UIs go about it the wrong way without knowing about it – and popular frameworks don’t help. In this session, we’ll take a look at the architectural patterns that form the foundation of what makes the browser unique, explore how a developer can use them to build better web UIs using the framework-less style known as ROCA – and see how relying on less fancy tooling can lead to user experiences that are actually vastly superior in many ways.
Frontend;Zen & The Art of Angular 2;Angular 2 is a full platform that encompasses the needs of our developer community. Most successfull product teams have investments across web, mobile web, installed mobile apps and even installed desktop applications - Angular 2 supports all of these things. In this session we’ll focus on how we're addressing the full space of development needs in Angular 2 and talk a little bit about what’s to come.
Frontend;Progressive Web Apps;The mobile is now ubiquitous and we all ask the question of choice of implementations. Native , hybrid or webapp, each solutions has on these benefits and drawbacks. But if there was an intermediate solution , more progressive to combine the best of three worlds. We'll see how progressive webapps propose to take up the challenge to emerge as an implementation solution for our mobile projects.
Frontend;Better performance with HTTP/2;The HTTP/2 protocol is the latest evolution of the HTTP protocol addressing the issue of HTTP/TCP impedance mismatch. Web applications have been working around this problem for years employing techniques like concatenation or css spriting to reduce page load time and improve user experience. HTTP/2 is also a game changer on the server enabling increased concurrency. This talk will focus on the impact HTTP/2 will have on the server and examine how particularly well adapted the Vert.x concurrency model is to serve HTTP/2 applications.
Frontend;Extending JS;React, Angular, TypeScript… Over the past few years, all these names took part in a fashionable phenomenon, pushed by the big names of the web industry. But what if a parallel world exists beyond this marketed mirror? A better world where you can easily build flexible applications with reusable components. Bourre will explain the right philosophy for building flexible applications with reusable components. As well, he will showcase the right tools to better achieve these goals, pushing forward the limits of the JS eco-system.
Frontend;Angular2 and Redux - up & running;Redux is an architectural pattern inspired by Flux, which introduces a unidirectional data flow and a predictable state container that scales. This talk will focus on Redux, including when to use it and how it can be used with Angular2, based on my personal experience implementing this pattern in a real-world application.
Frontend;Get started writing TypeScript today!;There are two big discussions in the world of programming. Tabs vs. Spaces and statically-typed languages vs dynamically-typed. TypeScript is Microsoft’s approach to add a stronger type system to JavaScript while making both camps happy. Let's not jump into the never-ending debate to what the better approach is, but instead focus on when you should use TypeScript and how you can start using TypeScript in your projects today.
Frontend;Unlock the power of JavaScript Decorators;Decorators are powerful but sometimes misunderstood language features of JavaScript. During this session we will learn what decorators are, why they are used, and how take advantage of them in practice. We will explore the use of decorators in Angular2, and learn how to create our own decorators.
Frontend;Scaling applications using AngularJS and TypeScript;The future of web development is component based. Building your application in a modular way using decoupled components gives you the power to reuse code and increase testability. This talk is going to walk you through main features in angular 2 and explain the benefits of using TypeScript when implementing your applications.
Frontend;Understanding Angular 2;Angular 2 is a complete rewrite of the AngularJS framework, which introduces new approaches and leverages the latest technologies. Simplifying and generalizing core concepts, the performance is improved and the range of capabilities is broadened. In this session Shmuela will help you understand the core concepts of Angular 2 apps: the component-based architecture, dependency injection, change detection, and more.
Frontend;Universal JavaScript Web Applications with React;Since we started to see JS on the server side, the dream of developers has been to reduce the gap and the cost of switch between frontend/backend. Today with Node.js, React and a whole ecosystem of tools, this dream is becoming true! In this talk I am going to discuss about Universal (a.k.a. Isomorphic) JS and present some practical example regarding the major patterns related to routing, data retrieval and rendering. I will use Node, React, Webpack, Babel and React Router and give you a series of example to get you started easily with this new technology trend.
Frontend;React - render() to DOM;Understand how React really works. What happens between our call to setState() and until we see things change in our browser. This is a more advanced talk for developers familiar with React.
Frontend;Next generation of frontend architectures;Will Reactive programming be the default choice for modern apps? When would you want to use event emitters as opposed to event streams with operators? In this session you'll find the answers to those questions and much more! If you want to learn more about Reactive Programming that's exactly the session for you!
Frontend;Next generation of frontend architectures;If you're puzzled by the newest generation of frontend architectures, you're not alone. Will Reactive programming be the default choice for modern apps? When would you want to use event emitters as opposed to event streams with operators? Luca Mezzalira answers these questions and more as he provides a detailed tour of frontend architectures, including where they've been and where we're headed. Luca will begin with an overview of architectures from MVC, MVP, and MVVM to the modern component systems like Flux and React. You'll take a look at the evolution of architectures, beginning with a central event emitter or publish/subscribe system that's currently used in JavaScript libraries and frameworks. You'll contrast these with Reactive programming and channels communication that's offered by CSP (Communicating Sequential Processes). By the end of this session, you'll understand if and when to use each particular paradigm. Specific topics include: A review of current event-driven architectures CSP and Transducers An introduction to Reactive programming How to use streams MVI and other reactive architectures
Frontend;Angular, Typescript and RequireJS: The great alltogether;You will come across AngularJS to structure your application logically, do databinding and create a responsive single page application. RequireJS is used to do lazy loading of JavaScript files and to get some much needed dependency management within JavaScript. But RequireJS and JavaScript can be very complex. JavaScript is not a very simple language to write your logic in! It is not object oriented, it is weakly typed and it has lot of strange language constructs! Typescript is a new scripting language based on ECMA 6. It will give you true object orientation, strong typing and built in support for modules with RequireJS. And it compiles to just JavaScript so it runs in any browser! In this session I will explain how we used Angluar, TypeScript and RequireJs to create interactive web applications. You will learn how these three technologies work together and I will explain our best practices when building these front-ends. Iwill be showing some of our real life applications to explain the different concepts.
Frontend;Typescript - now you have no more excuses.;We all at least heard of this language called Javascript, created in mythical 10 days with it's famous  bad and good parts. It usually feels weird and uneasy to seasoned Java/JVM developers if one has to deal with it: no compiler safety-net, no types checking, prototypal inheritance, unexpected runtime errors etc. Truth is these days Javascript is everywhere and it really pays off to be able to work on this platform. But what to do if you  feel really uncomfortable with the language itself? Meet Typescript and feel at home: compiler, types, class-based inheritance, interfaces, generics and other goodies. I'll show and try to convince you that writing client stuff as well as solid backends in Typescript can feel familiar to Java/JVM developers, be productive and fun.
Frontend;Become a Frontend Developer Ninja using HTML5, JavaScript and CSS3;Practice makes perfect. That works in every field. But in the frontend development domain it's crucial to choose and invest your time on the right techniques, tools, libraries, frameworks, as well as methodologies if you want to incur the least amount of overhead. In this talk the speaker takes you through a productive tooling, libraries, frameworks eco-system required to develop modern and robust Web applications easier.
Java Language;Twelve Ways to Make Code Suck Less;We all have seen our share of bad code and some really good code as well. What are some of the common anti patterns that seem to be recurring over and over in code that sucks? By learning about these code smells and avoiding them, we can greatly help make our code better.
Java Language;Designing for Performance;"What does it really mean to design software for high-performance? Performance is such a generic and misunderstood subject. In this talk the subject of software performance will be explored. We will focus on what is means to achieve sufficient response times, throughput, and scalability. Once the theory is out of the way we will dig into how modern hardware works and what we need to know about abstractions mapping to our software designs. These abstractions are the key to the models our code represents. The author has not meet many abstraction layers he did not enjoyed violating. There is a good reason for this. So many of our abstractions are leaky or just plain wrong."""""""
Java Language;Thinking In Parallel;"The Java 8 Streams library makes it easy to run code in parallel. A common error is code that works when run sequentially but that misbehaves when run in parallel. This is often caused by programmers who are stuck in a mode of imperative, left-to-right thinking. This leads to an iterative style where data is mutated, and where the next result depends on the result of the previous computation, creating barriers to parallel computation. This presentation covers alternative programming technique called """"array programming,"""" where operations are applied on data aggregates instead of individual elements. It also includes examples and demonstrations that illustrate these techniques and how they lead easier-to-understand, parallel-ready code."
Java Language;Javaslang - Functional Java The Easy Way;This talk will introduce you to Javaslang, a library that borrows heavily from Scala and applies Scala's ideas to plain old Java. We will cover some of the productivity enhancements and syntactic sugar that Javaslang offers, such as pattern matching aka. structural composition, value types and functional data types. Javaslang can be a building block for functional business code, that is easy to maintain and understand.
Java Language;Optional - The Mother of All Bikesheds;"The Optional class was introduced in Java 8 in order to solve a narrow but frequently occurring problem: what to return if you have nothing to return. It is a single class with less than 20 methods, but it turns out to have been one of the most controversial and most misunderstood APIs, having generated several ""centithreads"" of discussion on OpenJDK mailing lists. Indeed, Brian Goetz (Oracle's Java Language and Libraries Architect) has mentioned that one aspect of Optional was his biggest mistake in Java 8. Optional is also one of the more widely misused APIs. A brief survey of OpenJDK code revealed several embarrassing examples of Optional usage, and expert Java programmers have admitted to not making the most of this API. This session covers the history and rationale of Optional, provides recommendations and examples of proper and effective usage, shows several antipatterns and code smells and how to fix them, and finally describes some current and proposed work on Optional for Java 9."
Java Language;Java Collections: The Force Awakens;A long time ago in a galaxy far, far away... Java open source developers managed to the see the previously secret plans to the Empire's ultimate weapon, the JAVA COLLECTIONS FRAMEWORK. Evading the dreaded Imperial Starfleet, a group of freedom fighters investigate common developer errors and bugs to help protect their vital software. In addition, they investigate the performance of the Empire’s most popular weapon: HashMap. With this new found knowledge they strike back! Pursued by the Empire's sinister agents, JDuchess races home aboard her JVM, investigating proposed future changes to the Java Collections and other options such as Immutable Persistent Collections which could save her people and restore freedom to the galaxy....
Java Language;Refactoring to Java 8;While we’re drawing ever closer to Java 9, and even hearing about features in Java 10, it’s also true that many of us are still working with an older version. Even if your project has technically adopted Java 8, and even if you’re using it when coding new features, it’s likely the majority of your code base is still not making the most of what’s available in Java 8 - features like Lambda Expressions, the Streams API, and new Date/Time. In this presentation, Trisha will: - Highlight some of the benefits of using Java 8 - after all, you’ll probably have to persuade The Management that tampering with existing code is worthwhile - Demonstrate how to identify areas of code that can be updated to use Java 8 features - Show how to automatically refactor your code to make use of features like lambdas and streams. - Cover some of the pros and cons of using the new features, including the impact on performance. At the end of this session, you’ll have a better idea of when refactoring can easily be done, and when it may NOT be a good idea.
Java Language;Project Jigsaw: Under The Hood;The goals of Project Jigsaw are reliable dependencies and strong encapsulation, but what does that mean precisely? This session explains the process of module resolution in JDK 9 and shows how it avoids errors relative to the class path in JDK 8. It also explores the double-edged sword of modular accessibility, where the ability to hide a module’s internals must be balanced against the needs of frameworks that perform reflection. Prepare for a deep dive into module graphs, class loaders, unnamed modules, and the once and future king, setAccessible.
Java Language;Lambda Puzzlers;What is the difference between capturing and non-capturing lambdas? What are some of the considerations of using Lambdas in a distributed system? ie. serializing lambdas. How can an API which is not designed for lambdas take advantage of them? How/Why can they be use anonymous inner class and enums as a replacement for a Lambda,
Java Language;Introduction to Modular Development;This session provides a gentle introduction, with examples, to the Java Platform Module System in JDK 9. You will learn the basic concepts of the module system and be introduced to the modules that are built into the Java platform. You will also find out how to develop a module from scratch and how to compile, test, and run it.
Java Language;Ask the JDK Architects;Bring your favorite questions about Java SE and the Java Development Kit—past, present, or future—to this open Q&A session with key architects from Oracle's Java team.
Methodology & Architecture;Effective Service API Design;Increasingly the Web isn’t just for humans and browsers. It’s for programs too. Network endpoints (often but not always HTTP based) that are designed for access by programs rather than humans form an increasingly large part of today’s computing infrastructure. Systems as diverse as Google Adsense, Amazon Web Services, Twitter, and thousands of others expose information for programmatic consumption in XML, JSON, protobufs, and other formats. This talk explores the characteristics of a useful remote API that attracts developers and business to your service. We’ll talk about addressing, encoding, documentation, client libraries, authentication, authorization, deprecation, error handling, versioning, and more. We'll explore what makes a remote API different than a local one. In particular we’ll talk about language agnosticism, the necessity for excellent documentation, and a clear commitment to clients. From the other side, we’ll discover which APIs are safe and useful to depend on and which are too unstable and unreliable to build on top of.
Methodology & Architecture;Microservices Evolution: How to break your monolithic database;Microservices are the current big thing and most of the current technologies seems to be a fit for greenfield projects. Unfortunately the great majority of developers can't build something from scratch and have a big legacy database with multiple relationships. The code usually is the easy part. The question that every enterprise developer asks is: what about my database? Come to this session to learn the required database refactorings, architecture and deployment strategies that will enable you to split your big monolithic database into Microservices. And downtime is not an option! We'll show how we need to encompass code, architecture, DevOps and infrastructure altogether to accomplish this awesome evolution of your application with your database.
Methodology & Architecture;Declarative Thinking, Declarative Practice;Do this, do that. Coding from assembler to shell scripting, from the mainstream languages of the last century to the mainstream languages now, is dominated by an imperative style. From how we teach variables — they vary, right? — to how we talk about databases, we are constantly looking at state as a thing to be changed and programming languages are structured in terms of the mechanics of change — assignment, loops and how code can be threaded (cautiously) with concurrency. Functional programming, mark-up languages, schemas, persistent data structures and more are all based around a more declarative approach to code, where instead of reasoning in terms of who does what to whom and what the consequences are, relationships and uses are described, and the flow of execution follows from how functions, data and other structures are composed. This talk will look at the differences between imperative and declarative approaches, offering lessons, habits and techniques that are applicable from requirements through to code and tests in Java and other languages.
Methodology & Architecture;Testing Legacy Code;You've been bitten by the testing bug, are thoroughly test infected. Excellent! You're undoubtedly producing more robust, less buggy software faster and at lower cost. Sadly, it wasn't always this way. You're saddled with a large legacy of untested code. Test first development is not an option. Nonetheless unit testing, JUnit, and test driven development can still dramatically improve your maintenance tasks. Learn strategies for retrofitting test frameworks onto existing code, and developing a test suite for code that never had one before.
Methodology & Architecture;Our take on agile;Lowercase 'a' in agile? Blasphemy! Not really. Agile is about being agile, and willing to change, not about following any methodology in particular. During this presentation we'll talk about our process, how we adopted lean thinking over Scrum or any other 'instant' process, and managed to shorten time to market 2x for big features in two latest iterations. Best part is that it keeps getting shorter with each iteration. A big feature used to take us 45 days to develop. Releasing a feature of equivalent complexity now takes about three weeks on average. This is from the start until the moment a finished product is available to the customer (only DoD that matters to us). It includes kick-off, development, testing, code review, documentation, staging, release and announcement. From our perspective, that’s a 100% increase in productivity. We accomplished it with the same resources and people - the only difference being constant retrospectives and improvement of the way we work.
Methodology & Architecture;Why not Agile?;I have asked over 30 senior managers from the FinTech sector (CIOs, Project Directors, Procurement Department Directors, General Counsel) one question – WHY NOT AGILE? During my presentation I will provide the answers, try to identify the legal risks and/or fears and look for some simple solutions. I hope that the combination of fears actually declared in the market, combined with potentially simple solutions will be useful for Agile practitioners when speaking to potential clients in the market.
Methodology & Architecture;Effective TODO selection: A Kanban story;In my talk I would like to discuss how our team evolved the way we select items that go from the backlog to the TODO column. Over the course of 18 months we tried out various way to organize our backlog and find ways to optimally pull work items into the TODO columns. We iterated on the size of TODO, it's composition, the frequency of the updates and how TODO and the backlog were visualized. I would like to focus on the mistakes we've made and how we overcame them to find a lean process that emphasized completing items of greatest value to the customer and the team.
Mobile & Embedded;Testing made sweet with a Mockito;The past year has been huge for Android testing: Testing support lib, fast JVM unit tests, Espresso test recorder... Having such great tools means writing tests is a breeze! All your apps currently have >80% code coverage, right? Yay! Or wait... is it really? Is all your common logic (networking, databases,...) tested? Do you isolate parts of your code base to keep your tests small? And what about providing relevant testing data? In order to achieve this, you need to make use of mocks and stubs. And that's exactly what this talk will be about: What is a mock? What's the difference between a mock and a stub? Are mocks the only way to provide relevant data for your unit tests? What do I do with all the final classes/methods in the Android SDK? How do I architect my app to make it easier to test? ... After having adopted TDD as my main development workflow for almost a year now, I feel comfortable saying everything can be tested. Its just a matter of having someone experience show you how.
Mobile & Embedded;How Angular Makes the Mobile Web Awesome;Building great mobile experiences using the web can be a difficult challenge. Learn about the ways that Angular makes building great mobile experiences easy.
Mobile & Embedded;Mission to Mars: Exploring new worlds with AWS IoT;Would you like to explore new worlds with your connected devices? In this presentation we will build a simple robot and connect to it remotely, receiving data and sending instructions over the internet. Just like the Pathfinder spacecraft and it’s Sojourner Mars rover, our little robot will boldly travel into uncharted territory. In a live demo, our robot will explore the session room and transmit all kinds of sensor data. We will visualise that data in a web UI. With the Mars robot use case, we explore the capabilities of the Amazon IoT platform. AWS IoT comes with easy to use APIs and arranges secure communication with our robot. It also provides neat features like a rules engine and ‘device shadow’. Even when our robot is offline, device shadow makes it very easy to retrieve its latest status. And last but not least, for small scale use, AWS IoT is totally free. Are you curious about how to connect your devices to the cloud? Take this journey and find out if this mission will lead to new discoveries.
Mobile & Embedded;Effective Android dev;I would like to present the techniques, tools & process that we employ during our daily work to build high-quality apps for our clients. Not a code-heavy, deep-down into our architecture kinda talk, but a high-level behind the scenes about our process to move from prototyping to design and to production. We want to stay nimble during development, and quickly iterate over features, which we like to accomplish through frequent releases, often paired with A/B testing. At the same time, we are convinced that building robust applications is helped with a Continuous Delivery setup where we highly value an automated test strategy. Working in an agile way while focusing on good architecture, testing and reporting took us some effort, and I’d like to explore how we run our projects trying to be as effective and collaborative as possible...
Mobile & Embedded;Android Architecture Blueprints;The Android framework offers a lot of flexibility when it comes to defining how to organize and architect an Android app. This freedom, whilst very valuable, can also result in apps with large classes, inconsistent naming and architectures (or lack of) that can make testing, maintaining and extending difficult. There are many different options, following different patterns and embracing different programming paradigms. Android Architecture Blueprints (https://github.com/googlesamples/android-architecture) is meant to demonstrate possible ways to help with these common problems. In this project we offer the same application implemented using different architectural concepts and tools. With more than 8000 stars in Github, numerous devs are using this sample to build upon for their own projects. This talk will go though the motivations, findings and numbers extracted from these various approaches which will help choosing which one works best for you and your team.
Mobile & Embedded;Developing for Smart TVs;Once upon a time, there was backend and frontend development and that was basically it. On the frontend side today, there are a lot of different platforms beyond just web and desktop. Native mobile development for smartphones created a whole new market for developers to reach. Last year, we talked about the Internet of Things and more specifically smartwatches. Now we are back with another world: Smart TVs. Both Apple and Android are now offering very rich development platforms for building and distributing apps that users can consume in a completely different context. This presentation will compare Apple TV and Android TV development environments, what is common to what you may already know, what is completely new, the constraints and opportunities created by this brand new channel. We will use the development of TVoxx as a source of code samples.
Mobile & Embedded;IoT enabled Bee health;Save the Bees is a project that aims to address the problems afflicting the global bee population through the usage of IoT technologies. Bees are an essential element of our food supply chain. A large percentage of crops depend on them for pollination. Our approach is to develop an edge-to-edge solution, i.e., from the sensing edge to the cloud edge. We will instrument the beehive so that we can follow the health of the colony as a whole, and provide all the software that powers the layers from the sensor network to the cloud. We will demo our basic solution and talk about upcoming plans.
Mobile & Embedded;Make your own USB device for free!;USB is considered by many people to be some kind of black magic. During this talk Krzysztof is going to smash this urban legend and show that creating custom USB devices may be both fast and easy! The goal of this presentation is to create our own USB device on a cheap linux board. To do this we will start with some brief introduction to USB protocol. Then we will run through its Linux implementation. The next steps are open source projects which support users in creating their own USB devices using existing kernel infrastructure. Each part is supported by a suitable demo.
Mobile & Embedded;Let’s demystify IoT for Java developers (with a drone!);During this session we will build a full-stack cloud based IoT system from scratch. We gather data from a flying drone, publish the data to the IoT system, deploy a beautiful IoT dashboard web app and send two-way commands back and forth between the cloud and the drone. All of this is done step-by-step from Java developer’s point of view to really demystify IoT. And because learning can be fun, we’ll be flying a drone as the IoT device and spice it all up with some social media for the audience to take part. Technologies: Mosquitto MQTT broker, Eclipse Paho MQTT messaging, Vaadin UI Framework.
Mobile & Embedded;New connectivity feature for IoT: API with multi-network SIM cards.;An implicit goal of developing applications is to increase the quality of life. The proposal idea is the “wherever SIM” that provides the network coverage wherever devices may roam, has its own independent cloud based network, extremely scalable and global. SIM cards and endpoints can be easily managed in real-time via the intuitive user-interface or directly from the customer’s software application via an easy-to-integrate API for SIM cards. Key features, development and implementation stages, as well as code demonstration, use cases will be discussed.
Mobile & Embedded;ReactNative for iOS developers: should we care?;You've probably heard about ReactNative, this shiny new framework created by Facebook, that allows you to write native mobile apps for iOS and Android using JavaScript. So what? I'd like to show you what ReactNative is, from the perspective of an iOS developer who's always been wary of weird development tools. We have Swift, we may miss ObjC sometimes, but JavaScript... seriously? Let's decide together if we should care or not.
Mobile & Embedded;Increasing Android app security for free;Secure Development of Android App sometimes requires the use of third party libraries and external frameworks, often expensive or hard to quickly update if vulnerable.The Android SDK and Google Play Services provide security features and services, that allows a developer to take advantage of security enhancements in order to increase the security level of an application.The talk, starting from real common threats, will show how some of these features can be used into the different versions of Android, until the newest Nougat, to mitigate security risks that could afflict a mobile application.
Mobile & Embedded;Functional Reactive Programming with Kotlin on Android;Reactive programming is a paradigm oriented around data flows and propagation of changes. Kotlin is a programming language intended to be a better Java, and it's designed to be usable and readable across large teams with skill and discipline variances. Despite its object-oriented building blocks, Kotlin fits well in the functional reactive programming landscape. In this essay, I will deep-dive into the most relevant aspects of FRP in Kotlin focusing on the advantages that everyone can get when using this approach to build an Android app.
Mobile & Embedded;Android Testing Support Library: The Nitty Gritty;8 years since Android’s been released we finally have a proper Google-supported solution for testing in the Testing Support Library. We’ll go through the various stages of it, explore it’s (not so) hidden features and learn how to use it to build better apps. We will cover things such as (breaking the) test Rules, (outrunning the) test Runners and how to make most of tools such as Espresso & Firebase Test Lab.
Mobile & Embedded;Developing custom Android device;During the presentation we'll go through all aspects of what needs to be done to run Android on a custom hardware. The example used in the presentation will be Ray universal remote (www.ray.co) and NXP/Freescale iMX6 platform (http://www.nxp.com/products/microcontrollers-and-processors/arm-processors/i.mx-applications-processors/i.mx-6-processors/i.mx6qp/sabre-platform-for-smart-devices-reference-design-based-on-the-i.mx-6-series:RDIMX6SABREPLAT). We'll go through adaptation of bootloader (U-Boot), writing drivers in kernel and defining the device tree for custom hardware, and in the end modification of Android framework and expanding SDK for custom peripherials.
Mobile & Embedded;Open stack for building end-to-end IoT solutions;The session will start by covering the general architecture of end-to-end IoT systems and describe in more details the role of every component. Next, it will dig deeper into all the components and explain open source projects that implement them. For example, we will see what are field gateways and how Eclipse Kura project implements those functionalities. IoT server connector's role will be described next and we'll see how Eclipse Hono helps connecting devices to the cloud. Finally, we'll examine an architecture of the IoT Cloud and see what it takes to handle and manage large number of devices. We’ll see how all IoT cloud concepts are defined and implemented in Eclipse Kapua project.After this session, you'll have the big picture of how to connect devices to the cloud in scalable way and what open source projects to use to achieve that.
Mobile & Embedded;Your Favourite New Language - The Future of Swift;I will cover: What can be accomplished with 'open' Swift What's missing from 'open' Swift Back end Swift and MVC Swift on non-Mac desktops Swift on non-iOS  obile devices Extending Swift What's next?
Programming languages;How to Create a New JVM Language in Under an Hour;In this session, we'll create a new programming language called DevoxxLang! We'll construct its grammar, semantics, operations and the interpreter for the language. Additionally, we'll learn about parsers and how to perform simple optimizations, both at compile time and otherwise. Most importantly we'll tackle the interoperability problem with the underlying platform, which in our case is the JVM. This session will briefly discuss type systems, optimizations, memory management and concurrency issues that programming languages all encounter. Have you ever wanted to create a programming language of your own? After this session, you will have seen all the tools you need to do so and will understand more about how are programming languages work including the challenges you’ll face.
Programming languages;Elixir - Easy fun for busy developers;Did you ever want to create an application that is never down? Have you ever been jealous of those Erlang guys, that produce applications that practically never fail? Have you tried Erlang and fled because of its baroque syntax and tooling? Enter Elixir! Elixir combines Ruby's love for programmers with the absolute power that is the Erlang platform. This talk will introduce Java programmers to Elixir and OTP. You will gain an understanding of what Elixir brings to the table and how to build highly scale-able systems with a toolset that is actually fun to use. Even if you will never use Elixir and OTP for you projects, you will learn some of the concepts, that make Erlang into such a powerful ecosystem.
Programming languages;Rust as a support language;Up until now, the go-to language for low level, performance oriented code was C, or C++. Last year, Mozilla publicly released Rust, a language designed for safe memory manipulation, providing high level tools for low level development. It has since proven a good language to build the basic bricks of a system, and replace some C plugins for various language with safe and readable code. I will present in this talk various techniques I use to rewrite parts of a project in Rust, and the benefits you can get from applying it to your own projects.
Programming languages;Functional patterns for scala practitionners;Scala, by being both Functional and Object-Oriented is easy to get started with, especially for java developpers. However, to get the most of the language, you have to embrace its functional nature. In this session, I'll show you how to start using scala's functional nature by presenting patterns originated in the functional world: Substitution model and everything is an expression Algebraic Data Types for data modelling Typeclasses for extensible abstractions Error handling in a composable fashion with Either and Validation Segregation between logic and effects for easier testing Property based testing
Programming languages;Sharing 2 years experience using Scala in a real project by a Java team;In Januari 2015 we started on a new project using Scala with a team which had hardly any Scala experience. In this talk I’d like to share insights and experiences during a 2-year journey of using Scala/Akka in a real project, how the team learned Scala and slowly found it’s way into functional programming. It will include some best practices, pitt falls and lessons learned in both using Scala and the interoperability with Java and Groovy. Some of the technologies we used are Akka, Spray, Finatra, Json4s, Neo4j
Programming languages;Off the Deep End: Haskell on the JVM;This is your chance of being the ultimate JVM hipster and use a language “before it was cool”. Frege is an implementation of the Haskell programming language on the JVM and was voted the most popular of the “upcoming languages” at last year's JavaOne conference. With Scala being the elephant in the functional programming room on planet JVM, can Frege be a serious contender? We'll have a look at what makes the language unique by walking through some simple code examples and then look at how Frege code can be called from Java and vice versa.
Programming languages;Kotlin - Ready for Production;Kotlin, a language developed by JetBrains for nearly 5 years is very close to its first release. However, did you know that it's being used in production for over a few years now already? Both inside and outside of JetBrains there are people deploying Kotlin applications for Android platform, for Web Applications and just about any other type of application. Why are people using it instead of Java or some of the other languages out there? Primarily because it provides significant benefits in terms of conciseness, readability and safety, without some of the drawbacks that adopting a new language has such as a higher learning curve or interoperability with existing code and ecosystems. In this talk we'll cover some aspects of Kotlin that can really help you in your daily development, focusing on solving issues versus highlighting language features.
